0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	1	0	1	0	1	1	1	0	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0	0	0	1	1	1	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0	0	0	1	0	1	0	1	0	1	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0	0	0	1	0	1	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0	0	0	1	0	1	0	1	1	1	0	0	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
0	0	0	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	0	0	0
0	0	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	0	0
0	0	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	13	13	13	13	13	13	13	0	0
0	0	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	13	13	13	13	13	13	13	0	0
0	0	0	5	1	9	3	5	5	1	9	3	5	1	9	3	5	5	1	9	3	13	13	13	13	13	13	13	0	0
0	0	0	5	1	9	3	5	5	1	9	3	5	1	9	3	5	5	1	9	3	13	13	13	13	13	13	13	0	0
0	0	0	5	1	9	3	5	5	1	9	3	5	1	9	3	5	5	1	9	3	13	13	13	13	13	13	13	0	0
0	0	0	5	1	9	3	5	5	1	9	3	5	1	9	3	5	5	1	9	3	13	13	13	13	13	13	13	0	0
0	0	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	13	13	13	13	13	13	13	0	0
0	0	0	5	1	9	3	5	5	1	9	3	5	1	9	3	5	5	1	9	3	13	13	13	13	13	13	13	0	0
0	0	0	5	1	9	3	5	5	1	9	3	5	1	9	3	5	5	1	9	3	13	13	13	13	13	13	13	0	0
